ID_ND;id;isolate;aliases;species;biotype;serotype;SNP_profile;country;continent;region;source;detail_of_isolation;year;month;comments;DOI;bioproject_accession;biosample_accession;run_accession;NCBI_assembly_accession;sender;curator;date_entered;datestamp;references
ND_PM0074;446;SP291;;C. sakazakii;;Csak O2;;Ireland;Europe;;Environmental;;;;"Serotype predicted by Crotrait WGS analysis; Thermotolerant persistent strain in powdered infant formula production factory. Genome sequenced. RefSeq: NC_020260.1";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_000339015.1;3;-1;2013-03-25;2024-02-28;Power et al. 2013 Genome Announc 1:e0008213
ND_PM0075;506;HECR0034;;C. sakazakii;;;;China;Asia;;Follow up formula;;2012;;SRA: ice Noodle of Infant,SRS11706171. AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079010;;GCA_028577555.1;3;-1;2013-05-01;2024-02-28;
ND_PM0076;559;El-1977;;other;;;;UK;Europe;;Clinical;;;;CSF QMC;;;;;;3;-1;2013-06-21;2022-10-28;
ND_PM0077;564;Ck-BAA-895;;other;;;;USA;North America;;;;;;Citrobacter koseri genome sequenced;;;;;;3;3;2013-06-21;2020-04-28;
ND_PM0078;565;E-638;;other;;;;USA;North America;;;;;;Enterobacter spp. genome sequenced;;;;;;3;3;2013-06-21;2020-04-29;
ND_PM0079;568;SCCR0014;;C. sakazakii;;;PDS000136332.1;China;Asia;Sichuan;Powdered infant formula;;2011;;Collected by Jinrui Hu;;;SAMN25079016;;GCA_028576735.1;3;-1;2013-07-05;2024-02-28;
ND_PM0080;590;LMG23826;;C. malonaticus;;Cmal O2;;USA;North America;;Clinical;;1977;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-30;2024-02-28;Grim et al. 2013 BMC Genomics 14:366
ND_PM0081;591;ES713;;C. sakazakii;;Csak O2;;USA;North America;;Infant formula;;;;"Genome sequenced.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2024-02-28;
ND_PM0082;592;ES35;;C. sakazakii;;Csak O1;;Israel;Asia;;Clinical;;;;"Genome sequenced.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2023-10-28;
ND_PM0083;593;G-2151;;C. sakazakii;;Csak O2;PDS000171731.1;USA;North America;;Clinical;;;;"CSF isolate. Genome sequenced.; Serotype predicted by Crotrait WGS analysis. Same SNP profile as 593, 3785, 4100, 4101, 4102, 4144. Former : PDS000017231.3";10.1016/j.ijfoodmicro.2021.109405;;SAMN02952927;;GCA_000409265.1;3;-1;2013-08-31;2024-02-28;
ND_PM0084;594;E764;;C. sakazakii;;Csak O4;;USA;North America;;Clinical;;;;"Genome sequenced Serotype Csak O4; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2023-06-28;
ND_PM0085;595;LMG 23823;CFS237 DES187 DSM18705;C. dublinensis;;Cdub O1a;;Ireland;Europe;;Environmental;;2004;;"Milk powder production facility. Cdub.dub (note MLST to date does not support subsp. see JCM 5:3031-9, 2012). Genome sequenced.; Original PCR predicted O-serotype (Cdub O1) corrected after Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2023-12-28;Grim et al. 2013 BMC Genomics 14:366
ND_PM0086;596;LMG 23824;E515 DSM18706;C. dublinensis;;Cdub O2;;Switzerland;Europe;;Water;;2004;;"C.dub.lausanensis (note MLST to date does not support subsp. see JCM 5:3031-9, 2012) Water fountain.  Genome sequenced; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2024-02-28;Grim et al. 2013 BMC Genomics 14:366
ND_PM0087;597;LMG 23825;E464 JF3735 DSM18707;C. dublinensis;;Cdub O1b;;Zimbabwe;Africa;;Environmental;;2003;;"Milk powder production facility. C. dub. subsp lactaridii (Note MLST does not support subsp. See JCM 5:3031-9, 2012). Dried milk production factory.  Genome sequenced; Original PCR predicted O-serotype (Cdub O1a) corrected after Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2023-12-28;Grim et al. 2013 BMC Genomics 14:366
ND_PM0088;598;ATCC 51329;CIP103581;C. muytjensii;;Cmuyt O2;;Unknown;;;;;;;"Genome sequenced.; RefSeq: NZ_CP012268.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_001277195.1;3;-1;2013-08-31;2024-02-28;Grim et al. 2013 BMC Genomics 14:366
ND_PM0089;599;NCTC9529T;;C. universalis;;Cuni O1;;UK;Europe;;Water;;1956;;"Genome sequenced; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-08-31;2023-12-28;"Joseph et al. 2012 Int J Syst Evol Microbiol 62:1277-83;Grim et al. 2013 BMC Genomics 14:366"
ND_PM0090;611;Fp-G-601/05T;;other;;Fpul O1;;Switzerland;Europe;;Fruit powder;;2007;;Francobibacter pulveris. Former Cronobacter pulveris and Enterobacter pulveris. Previously assigned Csak O4 serotype.;;;;;;3;3;2013-12-10;2023-09-28;Gopinath et al. 2013 Genome Announc 1: 
ND_PM0091;612;Fp-G-1160/04;;other;;Fpul O4;;Switzerland;Europe;;Fruit powder;;2007;;Franconibacter pulveris. Former Cronobacter pulveris and Enterobacter pulveris. Serotype defined by galF-gnd alleles;;;;;;3;3;2013-12-10;2023-09-28;Gopinath et al. 2013 Genome Announc 1: 
ND_PM0092;613;St-z610;;other;;Stur O1;;Unknown;;;;;2007;;Siccibacter turicensis. Former Cronobacter zurichensis and Enterobacter turicensis.Serotype defined by galF-gnd alleles;;;;;;3;3;2013-12-10;2023-09-28;Stephan et al. 2013 Genome Announc 1: 
ND_PM0093;619;2018;;C. malonaticus;;Cmal O2;;Czech Republic;Europe;;Clinical;;2013;;"Serotype predicted by Crotrait WGS analysis; Sputum";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-12-12;2024-02-28;
ND_PM0094;620;2020;;C. malonaticus;;Cmal O2;;Czech Republic;Europe;;Clinical;;2013;;"Serotype predicted by Crotrait WGS analysis; Stool";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2013-12-12;2024-02-28;
ND_PM0095;642;1995;510144-19;C. sakazakii;;Csak O2;;Czech Republic;Europe;;Clinical;;2013;1;Sputum. Male with acute laryngotracheitis. Prostějov.;;;;;;3;-1;2013-12-12;2024-02-28;
ND_PM0096;643;Fh-1159 (LMG23733);;other;;Fhelv O1;;Switzerland;Europe;;Fruit powder;;2004;;Franconibacter helveticus. Former Cronobacter helveticus and Enterobacter helveticus;;;;;;3;-1;2013-12-18;2023-12-28;
ND_PM0097;644;St-z508;;other;;Stur O1;;Unknown;;;Fruit powder;;;;Siccibacter turicensis. Former Cronobacter zurichensis and Enterobacter turicensis. Serotype defined by galF-gnd alleles;;;;;;3;3;2014-03-16;2023-09-28;
ND_PM0098;653;1992;;C. sakazakii;;Csak O2;;UK;Europe;;Food;;2013;;;;;;;;3;-1;2014-02-18;2024-02-28;
ND_PM0099;654;2027;;C. sakazakii;;Csak O2;;UK;Europe;;Food ingredient;;2013;;;;;;;;3;-1;2014-02-18;2023-12-28;
ND_PM0100;655;CMCC 45402;;C. malonaticus;;Cmal O2;;China;Asia;;Milk;;;;"Incorrectly given as C sakazakii by Zhao et al. GenomeA 2014. The paper also gives little specific description of source other than from milk samples (plural). I did not get any reply from my emails to the authors or journal editors.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2014-02-18;2024-02-28;Zhao et al. 2014 Genome Announc 2: 
ND_PM0101;662;530;;C. muytjensii;;Cmuyt O1;;Denmark;Europe;;Infant formula;;1988;;Note ID125 ID 662 is genome entry Differences: 3 84: C → T 210: C → T 355: C → A;;;;;;3;-1;2014-03-27;2024-02-28;MacLean et al. 2009 Carbohydr Res 344:667-71
ND_PM0102;698;Eaer-KCTC2190T;;other;;;;Unknown;;;;;;;Enterobacter aerogenes. Genome sequenced;;;;;;3;3;2014-05-15;2020-04-29;Shin et al. 2012 J Bacteriol 194:2373-4
ND_PM0103;699;Eas-LF7a;;other;;;;Unknown;;;;;;;Enterobacter asburiae. Genome sequenced. PRJNA72793;;;;;;3;3;2014-05-15;2020-04-29;
ND_PM0104;700;Eas-L1;;other;;;;Unknown;;;;;;;Enterobacter asburiae. Genome sequenced PRJNA243408;;;;;;3;3;2014-05-15;2020-04-29;
ND_PM0105;701;Ec-ATCC13047T;;other;;;;Unknown;;;;;;;Enterobacter cloacae. Genome sequenced. PRJNA48363;;;;;;3;-1;2014-05-15;2022-10-28;Ren et al. 2010 J Bacteriol 192:2463-4
ND_PM0106;702;Cr-ICC168;;other;;;;Unknown;;;;;;;Citrobacter rodentium. Genome sequenced;;;;;;3;3;2014-05-15;2020-04-29;Petty et al. 2010 J Bacteriol 192:525-38
ND_PM0107;703;Cf-ATCC8090T;MTCC 1658;other;;;;Unknown;;;;;;;Citrobacter freundii. Genome sequenced  PRJNA180965;;;;;;3;3;2014-05-15;2021-09-09;
ND_PM0108;834;Sc-2249;NU3;other;;Scol O2;;UK;Europe;;Tea;;2014;;Siccibacter colletis. Former Cronobacter zurichensis and Enterobacter turicensis. Tea bag. In the pink pear & vanilla. Serotype defined by galF-gnd alleles.;;;;;;3;3;2014-07-23;2023-09-28;
ND_PM0109;836;Ca-ASM73105v;;other;;;;Malaysia;Asia;;;;;;Citrobacter amalonaticus. Genome sequenced PRJNA244491;;;;;;3;3;2014-07-26;2020-04-29;
ND_PM0110;837;Eh-ATCC49162T;;other;;;;USA;North America;;;;;;Enterobacter hormaechei. Genome sequenced  PRJNA67395;;;;;;3;-1;2014-07-26;2022-10-28;
ND_PM0111;838;Yr-ATCC 43003;;other;;;;USA;North America;;;;;;Yokenella regensburgei. Genome sequenced PRJNA80693;;;;;;3;3;2014-07-26;2021-09-09;
ND_PM0112;839;Ecan-ATCC35316;;other;;;;USA;North America;;;;;;Enterobacter cancerogenus. Genome sequenced PRJNA55079;;;;;;3;-1;2014-07-26;2022-09-28;
ND_PM0113;840;Cy-ATCC29220T;;other;;;;USA;North America;;;;;;Citrobacter youngae. Genome sequenced PRJNA55081;;;;;;3;3;2014-07-26;2021-09-09;
ND_PM0114;841;Emass-JC163T;CSURP161 DSM26120;other;;;;France;Europe;;;;;;Genome sequenced. Enterobacter massiliensis Type strain;;;;;;3;-1;2014-07-26;2020-11-18;Lau et al. 1986 Toxicol Appl Pharmacol 86:22-32
ND_PM0115;842;Emori-LMG 25706T;;other;;;;USA;North America;;;;;;Enterobacter mori. Genome sequenced PRJNA75365;;;;;;3;-1;2014-07-26;2022-09-28;Zhu et al. 2011 J Bacteriol 193:3670-1
ND_PM0116;843;Esac-SP1;;other;;;;China;Asia;;;;;;Enterobacter sacchari. Genome sequenced PRJNA199811;;;;;;3;3;2014-07-26;2020-04-29;Zhu et al. 2012 J Bacteriol 194:6963-4
ND_PM0117;844;El-EcWSU1;;other;;;;USA;North America;;;;;;Genome sequenced as Ecloacae, but EZbiocloud gives Eludwiggi;;;;;;3;3;2014-07-26;2020-04-29;Humann et al. 2011 Stand Genomic Sci 5:279-86
ND_PM0118;848;HPB5174;;C. sakazakii;;Csak O4;;Ireland;Europe;;Environmental;;;;"Infant formula manufacturing plant. Genome sequenced Genome Announc. July/August 2014 vol. 2 no. 4 e00778-14; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2014-08-07;2023-12-28;
ND_PM0119;923;NBRC 102416T;ATCC 29544T;C. sakazakii;;Csak O1;;USA;North America;;Clinical;;1980;;"Separate whole genome sequencing of species type strain. NZ_BAWU01000000  Childs throat.   ATCC 29544=BCRC 13988=CCUG 14558=CECT 858=CIP 103183=DSM 4485=HUT 8109=IAM 12660=KCTC 2949=LMG 5740=JCM 1233=NCTC 11467; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2014-09-04;2024-02-28;
ND_PM0120;929;SHCR0013;;C. sakazakii;;;;China;Asia;Shanghai;Clinical;;2013;;2 years in age. Rectal swab. Infectious dept for outpatient service. AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079025;;GCA_028582895.1;3;-1;2014-09-06;2024-02-28;
ND_PM0121;935;2059;05 CHPL 63;C. muytjensii;;Cmuyt O2;;France;Europe;;Food;;;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2014-09-13;2024-02-28;
ND_PM0122;955;G2592;;C. sakazakii;;;;India;Asia;;Infant formula;;2006;;Tianjin Entry-Exit Inspection and Quarantine Bureaus of China isolate. WGS submitted to NCBI by Bin Liu, Nankai University. GltB is 108 not 168, only 1 nt difference, ST change to ST223. Source of strain previously listed as 'milk powder'.;10.1016/j.ijfoodmicro.2021.109405;PRJNA725076;SAMN18869585;;GCA_018223465.1;3;-1;2014-09-23;2023-12-28;
ND_PM0123;1096;Ehorm-2224;JP-8701;other;;;;Mexico;North America;;Clinical;;2010;;Faecal;;;;;;3;-1;2015-02-20;2022-10-28;"Flores et al. 2011 J Food Prot 74:2177-81;Jackson et al. 2015 J Food Prot 78:1191-1196"
ND_PM0124;1097;Ent-2118;JP-8706;other;;;;Mexico;North America;;Clinical;;2010;;Faecal;;;;;;3;3;2015-02-20;2020-04-29;"Flores et al. 2011 J Food Prot 74:2177-81;Jackson et al. 2015 J Food Prot 78:1191-1196"
ND_PM0125;1098;2161;JP-8756;C. sakazakii;;Csak O1;;Mexico;North America;;Environmental;;2010;;"Bottle washing sink; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Flores et al. 2011 J Food Prot 74:2177-81;Jackson et al. 2015 J Food Prot 78:1191-1196"
ND_PM0126;1099;1;"ATCC 29544T; NCTC 11467T";C. sakazakii;1;Csak O1;;USA;North America;;Clinical;;1980;;"Serotype predicted by Crotrait WGS analysis; Species type strain. Biotype 1 index strain. Child's throat isolate. No further clinical information.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Iversen et al. 2004 J Clin Microbiol 42:5368-70;Townsend et al. 2007 Food Microbiol 24:67-74;Iversen et al. 2006 BMC Microbiol 6:94;Barron et al. 2007 J Food Prot 70:2111-7;Iversen et al. 2008 Int J Syst Evol Microbiol 58:1442-7;Baldwin et al. 2009 BMC Microbiol 9:223;Kucerova et al. 2010 PLoS One 5:e9556;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0127;1100;4;"HPB 2856; SK90";C. sakazakii;1;Csak O2;;Canada;North America;;Clinical;;1990;;"Isolate from childrens hospital. No further clinical information.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Pagotto et al. 2003 J Food Prot 66:370-5;Barron et al. 2007 J Food Prot 70:2111-7;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0128;1101;5;HPB 2852 LA;C. sakazakii;4;Csak O1;;Canada;North America;;Clinical;;1990;;"No further clinical information; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Pagotto et al. 2003 J Food Prot 66:370-5;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0129;1102;6;HPB 2853 LB;C. sakazakii;1;Csak O2;;Canada;North America;;Clinical;;1990;;"No further clinical information.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Pagotto et al. 2003 J Food Prot 66:370-5;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0130;1103;20;;C. sakazakii;7;Csak O2;;Czech Republic;Europe;;Clinical;;2003;;"Adult, 74 years old. Faecal isolate. No further clinical information.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-26;2024-02-28;"Iversen et al. 2004 J Clin Microbiol 42:5368-70;Baldwin et al. 2009 BMC Microbiol 9:223;Kucerova et al. 2010 PLoS One 5:e9556;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0131;1104;553;;C. sakazakii;1;Csak O2;;The Netherlands;Europe;;Clinical;;1977;;"1 day infant. No further clinical information; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Muytjens et al. 1983 J Clin Microbiol 18:115-20;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0132;1105;557;;C. sakazakii;1;Csak O2;;The Netherlands;Europe;;Clinical;;1979;;"4 day old infant. No further clinical information.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Muytjens et al. 1983 J Clin Microbiol 18:115-20;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0133;1107;690;;C. sakazakii;3;Csak O4;;France;Europe;;Clinical;;1994;;"Faecal isolate.Asymptomatic infant. PFGE1. J Clin Microbiol. 2007;45:3979; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-06-28;"Caubilla-Barron et al. 2007 J Clin Microbiol 45:3979-85;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0134;1108;696;;C. sakazakii;1;Csak O4;;France;Europe;;Clinical;;1994;;"Faecal isolate. NECII infant. PFGE1. J Clin Microbiol. 2007;45:3979; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-06-28;"Caubilla-Barron et al. 2007 J Clin Microbiol 45:3979-85;Townsend et al. 2008 BMC Microbiol 8:64;Baldwin et al. 2009 BMC Microbiol 9:223;Kucerova et al. 2010 PLoS One 5:e9556;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 PLoS One 7:e49455;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0135;1109;699;;C. sakazakii;;Csak O4;;France;Europe;;Clinical;;1994;;"PFGE1. Throat isolate. No clinical information. J Clin Microbiol. 2007;45:3979; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-06-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0136;1110;708;;C. sakazakii;;Csak O4;;France;Europe;;Clinical;;1994;;"PFGE1. Throat isolate from asymptomatic infant. J Clin Microbiol. 2007;45:3979; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-06-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0137;1111;712;;C. sakazakii;;Csak O2;;France;Europe;;Infant formula;;1994;;"Isolated from reconstituted formula which had not been fed to infant. J Clin Microbiol. 2007;45:3979; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0138;1112;767;;C. sakazakii;1;Csak O2;;France;Europe;;Clinical;;1994;;"Serotype predicted by Crotrait WGS analysis; Trachea isolate, PFGE2, ESBL, fatal meningitis infant case. J Clin Microbiol. 2007;45:3979";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Caubilla-Barron et al. 2007 J Clin Microbiol 45:3979-85;Townsend et al. 2008 BMC Microbiol 8:64;Baldwin et al. 2009 BMC Microbiol 9:223;Kucerova et al. 2010 PLoS One 5:e9556;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0139;1113;978;;C. sakazakii;2;Csak O2;;UK;Europe;;Clinical;;2007;;"Enteral feeding tube isolate. Part of NICU survey. No clinical information. Hurrell et al. BMC Infectious Diseases 9:146; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-10-28;"Hurrell et al. 2009 BMC Infect Dis 9:146;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0140;1114;984;;C. sakazakii;2;Csak O2;;UK;Europe;;Clinical;;2007;;"Enteral feeding tube isolate. Part of NICU survey. No further clinical information. Hurrell et al. BMC Infectious Diseases 9:146; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-10-28;"Hurrell et al. 2009 BMC Infect Dis 9:146;Baldwin et al. 2009 BMC Microbiol 9:223;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0141;1115;1218;2001-10-01;C. sakazakii;;Csak O1;;USA;North America;;Clinical;;2001;;"<1 month infant, 30 wk EGA. Fatal meningitis case. CSF isolate.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0142;1116;1533;6324;C. sakazakii;;Csak O2;;Germany;Europe;;Environmental;;2006;;"PFGE6. Milk powder tower. Jacobs et al. 2011 J Dairy Sci 94:3801-10; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Jacobs et al. 2011 J Dairy Sci 94:3801-10;Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0143;1117;1536;8340;C. sakazakii;;Csak O1;;Germany;Europe;;Environmental;;2009;;"PFGE2. Roller dryer. Jacobs et al. 2011 J Dairy Sci 94:3801-10; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-10-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0144;1118;1537;8344;C. sakazakii;;Csak O2;;Germany;Europe;;Environmental;;2009;;"PFGE5. Roller dryer. Jacobs et al. 2011 J Dairy Sci 94:3801-10; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0145;1119;1542;8603;C. sakazakii;;Csak O2;;Germany;Europe;;Environmental;;2009;;"PFGE6. Roller dryer. Jacobs et al. 2011 J Dairy Sci 94:3801-10; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;"Joseph et al. 2012 J Clin Microbiol 50:3031-9;Joseph et al. 2012 Front Microbiol 3:397"
ND_PM0146;1120;1587;8399;C. sakazakii;;Csak O2;;Israel;Asia;;Clinical;;2000;;"Patient 2. 2155g baby girl, 36 wk gestation, C-section. Fed infant formula. Severe anatomical damage to brain. CSF isolate. Block et al. 2002 Eur J Clin Microbiol Infect Dis.21:613-6.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2024-02-28;
ND_PM0147;1121;2064;05-CHPL-67;C. sakazakii;;Csak O1;;France;Europe;;Environmental;;;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-10-28;
ND_PM0148;1122;2089;08 HMPA 08;C. sakazakii;;Csak O1;;France;Europe;;Clinical;;2004;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2015-02-20;2023-10-28;
ND_PM0149;1123;2106;Van Acker P1/P2;C. sakazakii;;Csak O1;;Belgium;Europe;;Clinical;;;;;;;;;;3;-1;2015-02-20;2022-12-28;van Acker et al. 2001 J Clin Microbiol 39:293-7
