ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_NC2061	NCBI	NA	GCA_033962985.1	Cronobacter sakazakii	CFSAN135199	PDT002007990.1	USA	North America	NA	botanical nutraceutical supplement	2023	Animal and Biological Sources
ND_NC2062	NCBI	NA	GCA_033963045.1	Cronobacter sakazakii	CFSAN135154	PDT002007972.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2063	NCBI	NA	GCA_033963105.1	Cronobacter sakazakii	CFSAN135035	PDT002007967.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2064	NCBI	NA	GCA_033963265.1	Cronobacter sakazakii	CFSAN135070	PDT002007987.1	USA	North America	NA	botanical nutraceutical supplement	2023	Animal and Biological Sources
ND_NC2065	NCBI	NA	GCA_033963275.1	Cronobacter sakazakii	CFSAN134975	PDT002007984.1	USA	North America	NA	car mats	2023	Environmental Samples
ND_NC2066	NCBI	NA	GCA_033963305.1	Cronobacter sakazakii	CFSAN134912	PDT002007983.1	USA	North America	NA	kitchen sink	2023	Environmental Samples
ND_NC2067	NCBI	NA	GCA_033963325.1	Cronobacter sakazakii	CFSAN135068	PDT002007989.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2068	NCBI	NA	GCA_033963345.1	Cronobacter sakazakii	CFSAN134913	PDT002007982.1	USA	North America	NA	vacuum dust floor sweepings	2023	Environmental Samples
ND_NC2069	NCBI	NA	GCA_033963405.1	Cronobacter sakazakii	CFSAN134924	PDT002007979.1	USA	North America	NA	kitchen sink	2023	Environmental Samples
ND_NC2070	NCBI	NA	GCA_033963445.1	Cronobacter sakazakii	CFSAN134873	PDT002007975.1	USA	North America	NA	kitchen sink	2022	Environmental Samples
ND_NC2071	NCBI	NA	GCA_033963455.1	Cronobacter sakazakii	CFSAN134872	PDT002007977.1	USA	North America	NA	vacuum dust floor sweepings	2022	Environmental Samples
ND_NC2072	NCBI	NA	GCA_033963505.1	Cronobacter sakazakii	CFSAN134865	PDT002007971.1	USA	North America	NA	footwear	2022	Environmental Samples
ND_NC2073	NCBI	NA	GCA_033963525.1	Cronobacter sakazakii	CFSAN134867	PDT002007973.1	USA	North America	NA	floor	2022	Environmental Samples
ND_NC2074	NCBI	NA	GCA_033963545.1	Cronobacter sakazakii	CFSAN134925	PDT002007970.1	USA	North America	NA	kitchen sink	2023	Environmental Samples
ND_NC2075	NCBI	NA	GCA_033963565.1	Cronobacter sakazakii	CFSAN135149	PDT002007969.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2076	NCBI	NA	GCA_033963585.1	Cronobacter sakazakii	CFSAN134870	PDT002007966.1	USA	North America	NA	vacuum dust floor sweepings	2022	Environmental Samples
ND_NC2077	NCBI	NA	GCA_033963605.1	Cronobacter sakazakii	CFSAN134858	PDT002007964.1	USA	North America	NA	bathroom sink	2022	Environmental Samples
ND_NC2078	NCBI	NA	GCA_033963625.1	Cronobacter sakazakii	CFSAN134809	PDT002007963.1	USA	North America	NA	pet food	2023	Food and Food Ingredients
ND_NC2079	NCBI	NA	GCA_033963645.1	Cronobacter sakazakii	CFSAN134978	PDT002007965.1	USA	North America	NA	vacuum dust floor sweepings	2023	Environmental Samples
ND_NC2080	NCBI	NA	GCA_033963665.1	Cronobacter sakazakii	CFSAN135156	PDT002007959.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2081	NCBI	NA	GCA_033963685.1	Cronobacter sakazakii	CFSAN135150	PDT002007960.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2082	NCBI	NA	GCA_033963705.1	Cronobacter sakazakii	CFSAN134866	PDT002007961.1	USA	North America	NA	floor	2022	Environmental Samples
ND_NC2083	NCBI	NA	GCA_033963725.1	Cronobacter sakazakii	CFSAN135155	PDT002007962.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC2084	NCBI	NA	GCA_033963745.1	Cronobacter sakazakii	CFSAN134871	PDT002007958.1	USA	North America	NA	kitchen counter	2022	Environmental Samples
ND_NC2085	NCBI	NA	GCA_033972185.1	Cronobacter sakazakii	CFSAN134992	PDT002008560.1	USA	North America	NA	food production facility environmental sponge	2023	Environmental Samples
ND_NC2086	NCBI	NA	GCA_033972305.1	Cronobacter sakazakii	CFSAN134995	PDT002008547.1	USA	North America	NA	food production facility environmental sponge	2023	Environmental Samples
ND_NC2087	NCBI	NA	GCA_033972345.1	Cronobacter sakazakii	CFSAN134994	PDT002008542.1	USA	North America	NA	food production facility environmental sponge	2023	Environmental Samples
ND_NC2088	NCBI	NA	GCA_033972365.1	Cronobacter sakazakii	CFSAN135212	PDT002008525.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2089	NCBI	NA	GCA_033972405.1	Cronobacter sakazakii	CFSAN134993	PDT002008556.1	USA	North America	NA	food production facility environmental sponge	2023	Environmental Samples
ND_NC2090	NCBI	NA	GCA_033972605.1	Cronobacter sakazakii	CFSAN134997	PDT002008534.1	USA	North America	NA	food production facility environmental sponge	2023	Environmental Samples
ND_NC2091	NCBI	NA	GCA_033972705.1	Cronobacter sakazakii	CFSAN135209	PDT002008526.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2092	NCBI	NA	GCA_033972745.1	Cronobacter sakazakii	CFSAN135210	PDT002008522.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2093	NCBI	NA	GCA_033972765.1	Cronobacter sakazakii	CFSAN135211	PDT002008521.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2094	NCBI	NA	GCA_033973965.1	Cronobacter sakazakii	CFSAN134878	PDT002008504.1	USA	North America	NA	floor	2022	Environmental Samples
ND_NC2095	NCBI	NA	GCA_034030055.1	Cronobacter sakazakii	CFSAN135216	PDT002008558.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2096	NCBI	NA	GCA_034030095.1	Cronobacter sakazakii	CFSAN135217	PDT002008543.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2097	NCBI	NA	GCA_034030155.1	Cronobacter sakazakii	CFSAN134996	PDT002008533.1	USA	North America	NA	food production facility environmental sponge	2023	Environmental Samples
ND_NC2098	NCBI	NA	GCA_034030215.1	Cronobacter sakazakii	CFSAN135191	PDT002008523.1	USA	North America	NA	botanical nutraceutical supplement	2023	Animal and Biological Sources
ND_NC2099	NCBI	NA	GCA_034097435.1	Cronobacter sakazakii	2023N-4035	PDT002014332.1	Unknown	Unknown	NA	Opened Powdered Infant Formula	2023	Food and Food Ingredients
ND_NC2100	NCBI	NA	GCA_034144125.1	Cronobacter sakazakii	CFSAN135152	PDT002018598.1	USA	North America	NA	seeds	2023	Food and Food Ingredients
ND_NC2101	NCBI	NA	GCA_034150805.1	Cronobacter sakazakii	CFSAN135151	PDT002018599.1	USA	North America	NA	candy desert snacks	2023	Food and Food Ingredients
ND_NC2102	NCBI	NA	GCA_034328365.1	Cronobacter sakazakii	CFSAN134888	PDT002026018.1	USA	North America	NA	vacuum dust floor sweepings	2023	Environmental Samples
ND_NC2103	NCBI	NA	GCA_034331495.1	Cronobacter sakazakii	CFSAN134943	PDT002025843.1	USA	North America	NA	car mats	2023	Environmental Samples
ND_NC2104	NCBI	NA	GCA_034350625.1	Cronobacter sakazakii	FDA1243961-S001-001	PDT002025835.1	USA	North America	NA	opened infant formula	2023	Food and Food Ingredients
ND_NC2105	NCBI	NA	GCA_034408485.1	Cronobacter sakazakii	CFSAN135223	PDT002008098.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC2106	NCBI	NA	GCA_034408545.1	Cronobacter sakazakii	CFSAN135000	PDT002008071.1	USA	North America	NA	nuts nut butter	2022	Food and Food Ingredients
ND_NC2107	NCBI	NA	GCA_034408565.1	Cronobacter sakazakii	CFSAN135160	PDT002008084.1	USA	North America	NA	trail snack mix	2023	Food and Food Ingredients
ND_NC2108	NCBI	NA	GCA_034574675.1	Cronobacter sakazakii	NA	PDT002036982.1	USA	North America	NA	clinical	2023	Clinical and Medical Samples
ND_NC2109	NCBI	NA	GCA_034574695.1	Cronobacter sakazakii	NA	PDT002036981.1	USA	North America	NA	clinical	2023	Clinical and Medical Samples
ND_NC2110	NCBI	NA	GCA_034835815.1	Cronobacter sakazakii	2014EL-1319C11	PDT002043368.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2111	NCBI	NA	GCA_034835835.1	Cronobacter sakazakii	2017EL-1040a	PDT002043353.1	USA	North America	NA	Powdered Infant Formula	2017	Food and Food Ingredients
ND_NC2112	NCBI	NA	GCA_034835855.1	Cronobacter sakazakii	479	PDT002043370.1	USA	North America	NA	Diagnostic Micro Team Isolate	2014	Clinical and Medical Samples
ND_NC2113	NCBI	NA	GCA_034835875.1	Cronobacter sakazakii	1011-53	PDT002043339.1	USA	North America	NA	Peanut butter	2009	Food and Food Ingredients
ND_NC2114	NCBI	NA	GCA_034835895.1	Cronobacter sakazakii	2012N-4003	PDT002043338.1	Unknown	Unknown	NA	missing	2012	Unknown and Unclassified Sources
ND_NC2115	NCBI	NA	GCA_034835915.1	Cronobacter sakazakii	2016N-4044	PDT002043349.1	Unknown	Unknown	NA	missing	2016	Unknown and Unclassified Sources
ND_NC2116	NCBI	NA	GCA_034835935.1	Cronobacter sakazakii	2001-10-08	PDT002043328.1	Unknown	Unknown	NA	missing	2001	Unknown and Unclassified Sources
ND_NC2117	NCBI	NA	GCA_034835975.1	Cronobacter sakazakii	3225-73	PDT002043388.1	Unknown	Unknown	NA	missing	1973	Unknown and Unclassified Sources
ND_NC2118	NCBI	NA	GCA_034836035.1	Cronobacter sakazakii	531	PDT002043394.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2119	NCBI	NA	GCA_034836115.1	Cronobacter sakazakii	0322-78	PDT002043393.1	Unknown	Unknown	NA	missing	1978	Unknown and Unclassified Sources
ND_NC2120	NCBI	NA	GCA_034836135.1	Cronobacter sakazakii	0617-77	PDT002043392.1	Unknown	Unknown	NA	missing	1977	Unknown and Unclassified Sources
ND_NC2121	NCBI	NA	GCA_034836175.1	Cronobacter sakazakii	0304-78	PDT002043386.1	Unknown	Unknown	NA	missing	1978	Unknown and Unclassified Sources
ND_NC2122	NCBI	NA	GCA_034836195.1	Cronobacter sakazakii	0165-82	PDT002043389.1	Unknown	Unknown	NA	missing	1982	Unknown and Unclassified Sources
ND_NC2123	NCBI	NA	GCA_034836215.1	Cronobacter sakazakii	0305-78	PDT002043385.1	Unknown	Unknown	NA	missing	1977	Unknown and Unclassified Sources
ND_NC2124	NCBI	NA	GCA_034836255.1	Cronobacter sakazakii	0164-82	PDT002043384.1	Unknown	Unknown	NA	missing	1982	Unknown and Unclassified Sources
ND_NC2125	NCBI	NA	GCA_034836275.1	Cronobacter sakazakii	0162-82	PDT002043381.1	Unknown	Unknown	NA	missing	1982	Unknown and Unclassified Sources
ND_NC2126	NCBI	NA	GCA_034836295.1	Cronobacter sakazakii	4728-71	PDT002043387.1	Unknown	Unknown	NA	missing	1971	Unknown and Unclassified Sources
ND_NC2127	NCBI	NA	GCA_034836315.1	Cronobacter sakazakii	0103-79	PDT002043383.1	Unknown	Unknown	NA	missing	1979	Unknown and Unclassified Sources
ND_NC2128	NCBI	NA	GCA_034836335.1	Cronobacter sakazakii	0158-82	PDT002043380.1	Unknown	Unknown	NA	missing	1982	Unknown and Unclassified Sources
ND_NC2129	NCBI	NA	GCA_034836355.1	Cronobacter sakazakii	2016N-4030	PDT002043375.1	USA	North America	NA	Breast pump	2016	Clinical and Medical Samples
ND_NC2130	NCBI	NA	GCA_034836375.1	Cronobacter sakazakii	0156-82	PDT002043379.1	Unknown	Unknown	NA	missing	1982	Unknown and Unclassified Sources
ND_NC2131	NCBI	NA	GCA_034836395.1	Cronobacter sakazakii	2016N-4074	PDT002043377.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2132	NCBI	NA	GCA_034836415.1	Cronobacter sakazakii	2016N-4051	PDT002043372.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2133	NCBI	NA	GCA_034836435.1	Cronobacter sakazakii	2016N-4083	PDT002043371.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2134	NCBI	NA	GCA_034836455.1	Cronobacter sakazakii	2014EL-1319C5	PDT002043366.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2135	NCBI	NA	GCA_034836475.1	Cronobacter sakazakii	2016EL-1144a	PDT002043373.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2136	NCBI	NA	GCA_034836495.1	Cronobacter sakazakii	2014EL-1319C3	PDT002043367.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2137	NCBI	NA	GCA_034836515.1	Cronobacter sakazakii	2017N-4034B	PDT002043365.1	Dominican Republic	North America	NA	Powdered Infant Formula	2017	Food and Food Ingredients
ND_NC2138	NCBI	NA	GCA_034836535.1	Cronobacter sakazakii	2017N-4034A	PDT002043363.1	Dominican Republic	North America	NA	Powdered Infant Formula	2017	Food and Food Ingredients
ND_NC2139	NCBI	NA	GCA_034836555.1	Cronobacter sakazakii	2015N-4014	PDT002043362.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2140	NCBI	NA	GCA_034836575.1	Cronobacter sakazakii	A9034	PDT002043364.1	Iceland	Europe	NA	Formula	Unknown	Food and Food Ingredients
ND_NC2141	NCBI	NA	GCA_034836595.1	Cronobacter sakazakii	2002-05-50F	PDT002043361.1	USA	North America	NA	Milk Powder	2002	Food and Food Ingredients
ND_NC2142	NCBI	NA	GCA_034836615.1	Cronobacter sakazakii	2014EL-1319C13	PDT002043359.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2143	NCBI	NA	GCA_034836635.1	Cronobacter sakazakii	2014EL-1319C6	PDT002043354.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2144	NCBI	NA	GCA_034836655.1	Cronobacter sakazakii	2014EL-1319C12	PDT002043357.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2145	NCBI	NA	GCA_034836675.1	Cronobacter sakazakii	2017N-4035A	PDT002043356.1	Dominican Republic	North America	NA	Powdered Infant Formula	2017	Food and Food Ingredients
ND_NC2146	NCBI	NA	GCA_034836695.1	Cronobacter sakazakii	2010-16-11-08	PDT002043351.1	USA	North America	NA	Pacifier	2010	Environmental Samples
ND_NC2147	NCBI	NA	GCA_034836715.1	Cronobacter sakazakii	2020EL-1002a	PDT002043350.1	USA	North America	NA	Powdered Infant Formula	2020	Food and Food Ingredients
ND_NC2148	NCBI	NA	GCA_034836735.1	Cronobacter sakazakii	2014N-4007	PDT002043348.1	Unknown	Unknown	NA	missing	2014	Unknown and Unclassified Sources
ND_NC2149	NCBI	NA	GCA_034836755.1	Cronobacter sakazakii	2015N-4037	PDT002043347.1	Unknown	Unknown	NA	missing	2015	Unknown and Unclassified Sources
ND_NC2150	NCBI	NA	GCA_034836775.1	Cronobacter sakazakii	2020EL-1001a	PDT002043346.1	USA	North America	NA	Powdered Infant Formula	2020	Food and Food Ingredients
ND_NC2151	NCBI	NA	GCA_034836795.1	Cronobacter sakazakii	2009-06-02	PDT002043345.1	Unknown	Unknown	NA	missing	2008	Unknown and Unclassified Sources
ND_NC2152	NCBI	NA	GCA_034836815.1	Cronobacter sakazakii	2017N-4016	PDT002043344.1	Unknown	Unknown	NA	missing	2017	Unknown and Unclassified Sources
ND_NC2153	NCBI	NA	GCA_034836835.1	Cronobacter sakazakii	2011-12-01	PDT002043343.1	Unknown	Unknown	NA	missing	2011	Unknown and Unclassified Sources
ND_NC2154	NCBI	NA	GCA_034836855.1	Cronobacter sakazakii	2012N-4001	PDT002043342.1	Unknown	Unknown	NA	missing	2012	Unknown and Unclassified Sources
ND_NC2155	NCBI	NA	GCA_034836875.1	Cronobacter sakazakii	M18786	PDT002043340.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2156	NCBI	NA	GCA_034836895.1	Cronobacter sakazakii	2013N-4033	PDT002043337.1	Unknown	Unknown	NA	missing	2013	Unknown and Unclassified Sources
ND_NC2157	NCBI	NA	GCA_034836915.1	Cronobacter sakazakii	2011-12-07	PDT002043336.1	Unknown	Unknown	NA	missing	2011	Unknown and Unclassified Sources
ND_NC2158	NCBI	NA	GCA_034837025.1	Cronobacter sakazakii	0699-78	PDT002043391.1	Unknown	Unknown	NA	missing	1978	Unknown and Unclassified Sources
ND_NC2159	NCBI	NA	GCA_034837055.1	Cronobacter sakazakii	2004-01-02	PDT002043329.1	Unknown	Unknown	NA	missing	2003	Unknown and Unclassified Sources
ND_NC2160	NCBI	NA	GCA_034837065.1	Cronobacter sakazakii	2004-01-03	PDT002043335.1	Unknown	Unknown	NA	missing	2003	Unknown and Unclassified Sources
ND_NC2161	NCBI	NA	GCA_034837095.1	Cronobacter sakazakii	2001-10-09	PDT002043333.1	Unknown	Unknown	NA	missing	2001	Unknown and Unclassified Sources
ND_NC2162	NCBI	NA	GCA_034837115.1	Cronobacter sakazakii	0226-77	PDT002043390.1	Unknown	Unknown	NA	missing	1977	Unknown and Unclassified Sources
ND_NC2163	NCBI	NA	GCA_034837135.1	Cronobacter sakazakii	2016EL-1165a	PDT002043378.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2164	NCBI	NA	GCA_034837155.1	Cronobacter sakazakii	2016N-4056	PDT002043374.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2165	NCBI	NA	GCA_034837175.1	Cronobacter sakazakii	2002-05-50G	PDT002043352.1	USA	North America	NA	Milk Powder	2002	Food and Food Ingredients
ND_NC2166	NCBI	NA	GCA_034837195.1	Cronobacter sakazakii	2011-12-03	PDT002043341.1	Unknown	Unknown	NA	missing	2011	Unknown and Unclassified Sources
ND_NC2167	NCBI	NA	GCA_034837215.1	Cronobacter sakazakii	2004-01-04	PDT002043331.1	Unknown	Unknown	NA	missing	2003	Unknown and Unclassified Sources
ND_NC2168	NCBI	NA	GCA_034837235.1	Cronobacter sakazakii	2002-01-10	PDT002043334.1	Unknown	Unknown	NA	missing	2002	Unknown and Unclassified Sources
ND_NC2169	NCBI	NA	GCA_034837255.1	Cronobacter sakazakii	2001-10-13	PDT002043332.1	Unknown	Unknown	NA	missing	2001	Unknown and Unclassified Sources
ND_NC2170	NCBI	NA	GCA_034837275.1	Cronobacter sakazakii	2001-10-06	PDT002043330.1	Unknown	Unknown	NA	missing	2001	Unknown and Unclassified Sources
ND_NC2171	NCBI	NA	GCA_034837295.1	Cronobacter sakazakii	2001-10-07	PDT002043327.1	Unknown	Unknown	NA	missing	2001	Unknown and Unclassified Sources
ND_NC2172	NCBI	NA	GCA_034838455.1	Cronobacter sakazakii	0160-77	PDT002043382.1	Unknown	Unknown	NA	missing	1977	Unknown and Unclassified Sources
ND_NC2173	NCBI	NA	GCA_034838475.1	Cronobacter sakazakii	2016N-4045	PDT002043376.1	USA	North America	NA	Breast milk	2016	Clinical and Medical Samples
ND_NC2174	NCBI	NA	GCA_034838495.1	Cronobacter sakazakii	2014EL-1319C8	PDT002043369.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2175	NCBI	NA	GCA_034838515.1	Cronobacter sakazakii	2014EL-1319C4	PDT002043360.1	USA	North America	NA	Powdered Infant Formula	2014	Food and Food Ingredients
ND_NC2176	NCBI	NA	GCA_034838535.1	Cronobacter sakazakii	2017N-4035B	PDT002043355.1	Dominican Republic	North America	NA	Powdered Infant Formula	2017	Food and Food Ingredients
ND_NC2177	NCBI	NA	GCA_034839155.1	Cronobacter sakazakii	2003-16-07	PDT002043358.1	USA	North America	NA	Powdered Infant Formula	2003	Food and Food Ingredients
ND_NC2178	NCBI	NA	GCA_035779375.1	Cronobacter sakazakii	2011-21-01	PDT002054011.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2179	NCBI	NA	GCA_035779395.1	Cronobacter sakazakii	2193-23	PDT002054004.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2180	NCBI	NA	GCA_035779415.1	Cronobacter sakazakii	2193-03	PDT002054001.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2181	NCBI	NA	GCA_035779435.1	Cronobacter sakazakii	2008-22-13	PDT002054009.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2182	NCBI	NA	GCA_035779455.1	Cronobacter sakazakii	2008-09-01	PDT002053999.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2183	NCBI	NA	GCA_035779475.1	Cronobacter sakazakii	2007-21-02-02	PDT002053994.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2184	NCBI	NA	GCA_035779495.1	Cronobacter sakazakii	2001-10-02	PDT002053954.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2185	NCBI	NA	GCA_035779515.1	Cronobacter sakazakii	2005-32-01	PDT002053969.1	Unknown	Unknown	NA	missing	Unknown	Unknown and Unclassified Sources
ND_NC2186	NCBI	NA	GCA_035779555.1	Cronobacter sakazakii	2011-21-03-04	PDT002053949.1	USA	North America	NA	Opened Powdered Infant Formula	Unknown	Food and Food Ingredients
ND_NC2187	NCBI	NA	GCA_035779615.1	Cronobacter sakazakii	2012-05-01-01	PDT002053934.1	USA	North America	NA	Opened Powdered Infant Formula	Unknown	Food and Food Ingredients
